team_id,game_date,vsteam_id,outcome,total_points,total_rebounds,total_assists,total_blocks,total_steals,total_turnovers
BOS ,2019-01-18, MEM,W,122,52,29,9,5,17
DET ,2019-01-18, MIA,W,98,42,23,2,7,11
GSW ,2019-01-18, LAC,W,112,43,31,8,11,10
LAC ,2019-01-18, GSW,L,94,52,11,4,6,18
MEM ,2019-01-18, BOS,L,116,39,33,5,11,9
MIA ,2019-01-18, DET,L,93,45,25,6,3,19
MIN ,2019-01-18, SAS,L,113,44,21,3,5,11
NOP ,2019-01-18, POR,L,112,41,23,6,4,12
ORL ,2019-01-18, BKN,L,115,49,26,6,5,13
POR ,2019-01-18, NOP,W,128,53,30,3,8,6
SAS ,2019-01-18, MIN,W,116,41,24,4,3,16
UTA ,2019-01-18, CLE,W,115,48,33,5,6,19
ATL ,2019-01-19, BOS,L,105,49,28,6,8,20
BOS ,2019-01-19, ATL,W,113,43,19,8,10,15
CHA ,2019-01-19, PHX,W,135,53,31,8,5,16
CHI ,2019-01-19, MIA,L,103,43,19,1,9,13
CLE ,2019-01-19, DEN,L,102,28,20,1,5,12
DAL ,2019-01-19, IND,L,99,44,21,4,5,13
DEN ,2019-01-19, CLE,W,124,43,33,2,7,11
DET ,2019-01-19, SAC,L,101,46,21,2,6,14
HOU ,2019-01-19, LAL,W,138,39,23,4,9,12
IND ,2019-01-19, DAL,W,111,45,23,4,6,11
LAL ,2019-01-19, HOU,L,134,56,27,4,6,15
MEM ,2019-01-19, TOR,L,90,42,21,3,7,24
MIA ,2019-01-19, CHI,W,117,46,27,6,5,17
MIL ,2019-01-19, ORL,W,118,46,22,7,7,13
OKC ,2019-01-19, PHI,W,117,45,20,6,10,10
ORL ,2019-01-19, MIL,L,108,32,31,3,5,8
PHI ,2019-01-19, OKC,L,115,47,28,7,6,17
PHX ,2019-01-19, CHA,L,115,26,21,7,7,7
SAC ,2019-01-19, DET,W,103,39,30,5,5,11
TOR ,2019-01-19, MEM,W,119,37,31,8,19,10
CHA ,2019-01-20, IND,L,95,44,20,6,5,16
IND ,2019-01-20, CHA,W,120,51,34,7,10,8
LAC ,2019-01-20, SAS,W,103,41,23,2,11,11
MIN ,2019-01-20, PHX,W,116,45,22,4,8,15
PHX ,2019-01-20, MIN,L,114,38,22,5,9,15
SAS ,2019-01-20, LAC,L,95,51,21,8,6,18
ATL ,2019-01-21, ORL,L,103,44,23,3,5,13
BKN ,2019-01-21, SAC,W,123,56,25,4,9,16
BOS ,2019-01-21, MIA,W,107,36,26,7,13,19
CHI ,2019-01-21, CLE,W,104,50,24,2,8,18
CLE ,2019-01-21, CHI,L,88,38,16,4,8,14
DAL ,2019-01-21, MIL,L,106,48,24,11,7,11
DET ,2019-01-21, WAS,L,87,40,22,3,5,17
GSW ,2019-01-21, LAL,W,130,50,41,6,8,10
HOU ,2019-01-21, PHI,L,93,38,14,6,9,12
LAL ,2019-01-21, GSW,L,111,42,20,4,1,14
MEM ,2019-01-21, NOP,L,85,35,21,1,10,11
MIA ,2019-01-21, BOS,L,99,38,25,5,11,19
MIL ,2019-01-21, DAL,W,116,51,21,7,9,14
NOP ,2019-01-21, MEM,W,105,50,19,7,8,19
NYK ,2019-01-21, OKC,L,109,36,25,3,8,12
OKC ,2019-01-21, NYK,W,127,49,26,2,7,18
ORL ,2019-01-21, ATL,W,122,45,29,8,8,11
PHI ,2019-01-21, HOU,W,121,55,21,14,9,13
POR ,2019-01-21, UTA,W,109,44,30,9,6,8
SAC ,2019-01-21, BKN,L,94,37,26,4,8,14
UTA ,2019-01-21, POR,L,104,48,21,8,5,15
WAS ,2019-01-21, DET,W,101,45,24,6,7,13
DAL ,2019-01-22, LAC,W,106,48,21,6,5,11
LAC ,2019-01-22, DAL,L,98,41,19,4,4,7
MIN ,2019-01-22, PHX,W,118,64,30,1,7,14
OKC ,2019-01-22, POR,W,123,37,26,4,16,10
PHX ,2019-01-22, MIN,L,91,34,23,9,6,13
POR ,2019-01-22, OKC,L,114,52,21,3,7,19
SAC ,2019-01-22, TOR,L,105,43,29,7,8,14
TOR ,2019-01-22, SAC,W,120,46,25,5,7,16
ATL ,2019-01-23, CHI,W,121,51,31,2,11,17
BKN ,2019-01-23, ORL,W,114,45,20,2,7,16
BOS ,2019-01-23, CLE,W,123,43,25,5,12,14
CHA ,2019-01-23, MEM,W,118,37,23,2,8,9
CHI ,2019-01-23, ATL,L,101,37,20,6,7,15
CLE ,2019-01-23, BOS,L,103,44,20,4,4,20
DEN ,2019-01-23, UTA,L,108,50,20,9,7,14
DET ,2019-01-23, NOP,W,98,49,24,3,5,9
HOU ,2019-01-23, NYK,W,114,44,10,10,15,12
IND ,2019-01-23, TOR,W,110,48,27,7,6,6
LAC ,2019-01-23, MIA,W,111,41,23,3,5,7
MEM ,2019-01-23, CHA,L,107,38,25,3,8,10
MIA ,2019-01-23, LAC,L,99,40,23,3,3,14
NOP ,2019-01-23, DET,L,94,49,20,9,3,12
NYK ,2019-01-23, HOU,L,110,48,15,7,5,18
ORL ,2019-01-23, BKN,L,110,42,22,11,7,13
PHI ,2019-01-23, SAS,W,122,42,35,5,9,11
SAS ,2019-01-23, PHI,L,120,36,24,6,8,15
TOR ,2019-01-23, IND,L,106,45,28,5,2,9
UTA ,2019-01-23, DEN,W,114,40,28,7,7,13
GSW ,2019-01-24, WAS,W,126,50,34,6,5,15
LAL ,2019-01-24, MIN,L,105,39,28,5,5,19
MIN ,2019-01-24, LAL,W,120,55,24,3,8,12
NOP ,2019-01-24, OKC,L,116,42,34,6,7,12
OKC ,2019-01-24, NOP,W,122,57,33,2,8,14
PHX ,2019-01-24, POR,L,106,39,19,4,9,16
POR ,2019-01-24, PHX,W,120,53,25,8,8,16
WAS ,2019-01-24, GSW,L,118,36,29,2,7,10
BKN ,2019-01-25, NYK,W,109,60,19,2,5,19
CHA ,2019-01-25, MIL,L,99,53,20,2,4,17
CHI ,2019-01-25, LAC,L,101,49,20,5,11,8
CLE ,2019-01-25, MIA,L,94,42,23,2,8,13
DAL ,2019-01-25, DET,W,106,43,24,6,8,9
DEN ,2019-01-25, PHX,W,132,57,26,1,9,12
DET ,2019-01-25, DAL,L,101,46,22,0,6,12
HOU ,2019-01-25, TOR,W,121,40,17,5,11,12
LAC ,2019-01-25, CHI,W,106,50,27,4,3,16
MEM ,2019-01-25, SAC,L,96,44,22,5,13,16
MIL ,2019-01-25, CHA,W,108,46,17,6,9,11
MIN ,2019-01-25, UTA,L,102,50,20,5,5,14
NYK ,2019-01-25, BKN,L,99,33,17,11,12,8
ORL ,2019-01-25, WAS,L,91,52,24,4,3,16
PHX ,2019-01-25, DEN,L,95,35,20,7,4,15
SAC ,2019-01-25, MEM,W,99,49,23,5,11,17
TOR ,2019-01-25, HOU,L,119,47,27,1,4,19
UTA ,2019-01-25, MIN,W,106,47,25,8,9,11
WAS ,2019-01-25, ORL,W,95,38,26,1,9,12
ATL ,2019-01-26, POR,L,111,36,24,7,9,10
BOS ,2019-01-26, GSW,L,111,49,23,4,6,14
DEN ,2019-01-26, PHI,W,126,51,27,4,4,10
GSW ,2019-01-26, BOS,W,115,53,25,7,8,14
IND ,2019-01-26, MEM,L,103,40,20,5,7,17
MEM ,2019-01-26, IND,W,106,36,29,5,8,12
NOP ,2019-01-26, SAS,L,114,41,26,6,6,8
PHI ,2019-01-26, DEN,L,110,41,29,2,7,12
POR ,2019-01-26, ATL,W,120,47,26,7,8,18
SAS ,2019-01-26, NOP,W,126,51,30,3,5,9
CHI ,2019-01-27, CLE,L,101,47,22,8,5,10
CLE ,2019-01-27, CHI,W,104,52,26,3,5,8
DAL ,2019-01-27, TOR,L,120,43,25,2,5,11
HOU ,2019-01-27, ORL,W,103,39,20,7,8,13
LAC ,2019-01-27, SAC,W,122,52,35,1,6,18
LAL ,2019-01-27, PHX,W,116,41,28,10,8,16
MIL ,2019-01-27, OKC,L,112,49,22,5,6,14
MIN ,2019-01-27, UTA,L,111,35,22,4,7,16
NYK ,2019-01-27, MIA,L,97,38,22,3,13,11
OKC ,2019-01-27, MIL,W,118,52,29,10,5,11
ORL ,2019-01-27, HOU,L,98,56,23,4,10,13
PHX ,2019-01-27, LAL,L,102,40,19,9,8,16
SAC ,2019-01-27, LAC,L,108,44,18,6,12,12
SAS ,2019-01-27, WAS,W,132,49,31,4,6,15
TOR ,2019-01-27, DAL,W,123,44,24,5,6,7
UTA ,2019-01-27, MIN,W,125,36,30,5,8,9
WAS ,2019-01-27, SAS,L,119,32,32,0,11,9
ATL ,2019-01-28, LAC,W,123,44,28,6,7,17
BKN ,2019-01-28, BOS,L,104,48,20,5,10,17
BOS ,2019-01-28, BKN,W,112,52,29,16,11,17
CHA ,2019-01-28, NYK,W,101,51,25,10,4,10
DEN ,2019-01-28, MEM,W,95,37,17,2,10,15
GSW ,2019-01-28, IND,W,132,48,39,7,9,12
IND ,2019-01-28, GSW,L,100,38,29,5,4,15
LAC ,2019-01-28, ATL,L,118,38,27,4,10,16
MEM ,2019-01-28, DEN,L,92,42,26,7,5,19
NYK ,2019-01-28, CHA,L,92,46,19,6,6,8
BKN ,2019-01-29, CHI,W,122,43,25,2,11,8
CHI ,2019-01-29, BKN,L,117,50,17,8,6,17
CLE ,2019-01-29, WAS,W,116,48,30,2,3,15
DET ,2019-01-29, MIL,L,105,39,29,3,8,11
HOU ,2019-01-29, NOP,L,116,45,22,5,11,12
LAL ,2019-01-29, PHI,L,105,49,26,4,7,21
MIL ,2019-01-29, DET,W,115,39,32,6,9,10
NOP ,2019-01-29, HOU,W,121,55,27,9,8,17
OKC ,2019-01-29, ORL,W,126,43,25,8,7,7
ORL ,2019-01-29, OKC,L,117,53,26,5,4,12
PHI ,2019-01-29, LAL,W,121,44,33,6,15,12
PHX ,2019-01-29, SAS,L,124,38,26,5,8,18
SAS ,2019-01-29, PHX,W,126,36,29,4,9,11
WAS ,2019-01-29, CLE,L,113,36,31,1,8,6
ATL ,2019-01-30, SAC,L,113,36,24,3,7,20
BOS ,2019-01-30, CHA,W,126,53,34,7,10,10
CHA ,2019-01-30, BOS,L,94,31,20,5,7,12
CHI ,2019-01-30, MIA,W,105,40,26,3,6,12
DAL ,2019-01-30, NYK,W,114,49,31,1,4,18
DEN ,2019-01-30, NOP,W,105,43,31,7,10,9
IND ,2019-01-30, WAS,L,89,39,27,3,6,15
MEM ,2019-01-30, MIN,L,97,51,21,7,3,18
MIA ,2019-01-30, CHI,L,89,47,22,2,6,14
MIN ,2019-01-30, MEM,W,99,41,25,3,12,10
NOP ,2019-01-30, DEN,L,99,48,27,4,4,14
NYK ,2019-01-30, DAL,L,90,34,16,5,10,12
POR ,2019-01-30, UTA,W,132,46,28,5,7,13
SAC ,2019-01-30, ATL,W,135,53,36,2,7,14
UTA ,2019-01-30, POR,L,105,36,24,4,9,16
WAS ,2019-01-30, IND,W,107,41,27,4,8,14
BKN ,2019-01-31, SAS,L,114,46,30,7,5,14
DAL ,2019-01-31, DET,L,89,44,18,5,2,10
DET ,2019-01-31, DAL,W,93,52,21,5,5,11
GSW ,2019-01-31, PHI,L,104,37,30,7,13,15
IND ,2019-01-31, ORL,L,100,42,26,2,8,9
LAC ,2019-01-31, LAL,L,120,51,26,8,11,8
LAL ,2019-01-31, LAC,W,123,56,28,4,7,16
MIL ,2019-01-31, TOR,W,105,50,21,6,13,18
ORL ,2019-01-31, IND,W,107,48,25,5,4,15
PHI ,2019-01-31, GSW,W,113,49,30,5,11,19
SAS ,2019-01-31, BKN,W,117,50,23,3,6,9
TOR ,2019-01-31, MIL,L,92,39,16,4,9,16
ATL ,2019-02-01, UTA,L,112,40,23,4,11,11
BOS ,2019-02-01, NYK,W,113,43,25,7,11,7
CHA ,2019-02-01, MEM,W,100,40,15,7,6,12
DEN ,2019-02-01, HOU,W,136,36,37,4,7,8
HOU ,2019-02-01, DEN,L,122,30,23,3,6,10
MEM ,2019-02-01, CHA,L,92,40,23,3,8,11
MIA ,2019-02-01, OKC,L,102,47,28,2,7,17
NYK ,2019-02-01, BOS,L,99,48,21,2,2,17
OKC ,2019-02-01, MIA,W,118,50,23,4,10,15
UTA ,2019-02-01, ATL,W,128,51,31,6,4,15
ATL ,2019-02-02, PHX,W,118,53,21,5,6,24
BKN ,2019-02-02, ORL,L,89,50,23,2,6,18
CHA ,2019-02-02, CHI,W,125,36,25,2,6,6
CHI ,2019-02-02, CHA,L,118,39,20,2,4,10
CLE ,2019-02-02, DAL,L,98,44,20,2,7,6
DAL ,2019-02-02, CLE,W,111,50,20,4,2,13
DEN ,2019-02-02, MIN,W,107,48,29,7,3,10
DET ,2019-02-02, LAC,L,101,38,21,4,6,14
GSW ,2019-02-02, LAL,W,115,44,31,9,4,10
HOU ,2019-02-02, UTA,W,125,48,17,8,15,14
IND ,2019-02-02, MIA,W,95,43,26,4,15,13
LAC ,2019-02-02, DET,W,111,47,22,4,5,12
LAL ,2019-02-02, GSW,L,101,49,23,4,5,15
MIA ,2019-02-02, IND,L,88,43,21,4,8,23
MIL ,2019-02-02, WAS,W,131,46,30,4,10,11
MIN ,2019-02-02, DEN,L,106,41,27,4,6,8
NOP ,2019-02-02, SAS,L,108,42,26,4,6,8
ORL ,2019-02-02, BKN,W,102,49,25,8,11,14
PHI ,2019-02-02, SAC,L,108,46,19,5,9,13
PHX ,2019-02-02, ATL,L,112,37,31,5,15,10
SAC ,2019-02-02, PHI,W,115,50,22,2,9,16
SAS ,2019-02-02, NOP,W,113,50,29,2,5,11
UTA ,2019-02-02, HOU,L,98,51,19,9,8,20
WAS ,2019-02-02, MIL,L,115,46,28,6,6,12
BOS ,2019-02-03, OKC,W,134,38,36,6,8,14
LAC ,2019-02-03, TOR,L,103,36,15,7,7,13
MEM ,2019-02-03, NYK,W,96,49,25,4,8,7
NYK ,2019-02-03, MEM,L,84,45,20,6,4,15
OKC ,2019-02-03, BOS,L,129,42,25,5,12,11
TOR ,2019-02-03, LAC,W,121,56,21,5,10,14
ATL ,2019-02-04, WAS,W,137,50,29,2,7,12
BKN ,2019-02-04, MIL,L,94,56,23,9,5,13
DEN ,2019-02-04, DET,L,103,32,28,3,10,13
DET ,2019-02-04, DEN,W,129,53,32,8,8,20
HOU ,2019-02-04, PHX,W,118,43,19,2,13,12
IND ,2019-02-04, NOP,W,109,43,25,3,5,9
MIL ,2019-02-04, BKN,W,113,59,29,7,9,9
NOP ,2019-02-04, IND,L,107,55,26,4,6,16
PHX ,2019-02-04, HOU,L,110,38,29,1,9,17
SAC ,2019-02-04, SAS,W,127,48,26,5,5,8
SAS ,2019-02-04, SAC,L,112,46,18,3,6,8
WAS ,2019-02-04, ATL,L,129,40,34,8,5,8
BOS ,2019-02-05, CLE,W,103,42,29,10,10,13
CHA ,2019-02-05, LAC,L,115,44,19,9,8,5
CLE ,2019-02-05, BOS,L,96,47,21,0,6,12
DET ,2019-02-05, NYK,W,105,41,22,7,4,9
IND ,2019-02-05, LAL,W,136,40,37,7,11,10
LAC ,2019-02-05, CHA,W,117,48,25,6,1,11
LAL ,2019-02-05, IND,L,94,34,25,3,5,19
MEM ,2019-02-05, MIN,W,108,39,18,6,11,8
MIA ,2019-02-05, POR,W,118,46,18,7,11,12
MIN ,2019-02-05, MEM,L,106,55,26,4,4,15
NYK ,2019-02-05, DET,L,92,44,17,4,5,11
OKC ,2019-02-05, ORL,W,132,49,25,2,11,17
ORL ,2019-02-05, OKC,L,122,40,27,4,14,18
PHI ,2019-02-05, TOR,L,107,34,20,3,8,18
POR ,2019-02-05, MIA,L,108,33,30,2,6,11
TOR ,2019-02-05, PHI,W,119,42,27,0,12,10
BKN ,2019-02-06, DEN,W,135,40,36,5,9,13
CHA ,2019-02-06, DAL,L,93,47,17,9,9,14
CHI ,2019-02-06, NOP,L,120,36,27,6,8,8
DAL ,2019-02-06, CHA,W,99,57,25,5,8,13
DEN ,2019-02-06, BKN,L,130,48,32,8,7,13
GSW ,2019-02-06, SAS,W,141,52,42,5,14,11
HOU ,2019-02-06, SAC,W,127,42,17,7,13,11
MIL ,2019-02-06, WAS,W,148,34,33,3,15,14
NOP ,2019-02-06, CHI,W,125,46,26,6,1,11
PHX ,2019-02-06, UTA,L,88,36,23,2,8,22
SAC ,2019-02-06, HOU,L,101,54,21,6,5,22
SAS ,2019-02-06, GSW,L,102,30,24,5,6,18
UTA ,2019-02-06, PHX,W,116,43,29,5,13,13
WAS ,2019-02-06, MIL,L,129,40,34,5,6,24
ATL ,2019-02-07, TOR,L,101,42,25,3,5,17
BOS ,2019-02-07, LAL,L,128,48,35,5,7,8
IND ,2019-02-07, LAC,W,116,42,26,12,15,19
LAC ,2019-02-07, IND,L,92,36,23,6,14,19
LAL ,2019-02-07, BOS,W,129,43,35,6,5,8
MEM ,2019-02-07, OKC,L,95,45,19,4,9,24
MIN ,2019-02-07, ORL,L,112,43,23,4,8,12
OKC ,2019-02-07, MEM,W,117,44,29,2,17,11
ORL ,2019-02-07, MIN,W,122,41,23,7,5,13
POR ,2019-02-07, SAS,W,127,33,26,4,11,8
SAS ,2019-02-07, POR,L,118,43,19,3,3,18
TOR ,2019-02-07, ATL,W,119,50,29,2,6,8
BKN ,2019-02-08, CHI,L,106,33,26,1,9,11
CHI ,2019-02-08, BKN,W,125,50,27,5,5,16
CLE ,2019-02-08, WAS,L,106,52,21,3,6,14
DAL ,2019-02-08, MIL,L,107,37,23,5,6,14
DEN ,2019-02-08, PHI,L,110,40,35,3,5,12
DET ,2019-02-08, NYK,W,120,46,24,6,3,12
GSW ,2019-02-08, PHX,W,117,49,30,9,5,18
MIA ,2019-02-08, SAC,L,96,49,26,8,6,18
MIL ,2019-02-08, DAL,W,122,51,25,5,4,12
MIN ,2019-02-08, NOP,L,117,49,22,8,6,15
NOP ,2019-02-08, MIN,W,122,45,27,7,11,11
NYK ,2019-02-08, DET,L,103,39,22,5,6,13
PHI ,2019-02-08, DEN,W,117,42,23,5,7,17
PHX ,2019-02-08, GSW,L,107,48,23,1,12,11
SAC ,2019-02-08, MIA,W,102,46,18,5,11,13
WAS ,2019-02-08, CLE,W,119,48,35,4,10,16
ATL ,2019-02-09, CHA,L,120,36,26,3,10,18
BOS ,2019-02-09, LAC,L,112,45,21,3,9,12
CHA ,2019-02-09, ATL,W,129,37,30,7,12,13
CHI ,2019-02-09, WAS,L,125,45,28,5,7,11
CLE ,2019-02-09, IND,L,90,30,23,2,3,12
HOU ,2019-02-09, OKC,L,112,39,18,7,10,12
IND ,2019-02-09, CLE,W,105,43,31,5,8,9
LAC ,2019-02-09, BOS,W,123,49,28,6,6,17
MEM ,2019-02-09, NOP,W,99,45,27,2,6,10
MIL ,2019-02-09, ORL,L,83,51,18,8,5,10
NOP ,2019-02-09, MEM,L,90,52,25,5,6,15
NYK ,2019-02-09, TOR,L,99,57,22,4,9,14
OKC ,2019-02-09, HOU,W,117,53,20,5,7,19
ORL ,2019-02-09, MIL,W,103,57,28,8,5,12
SAS ,2019-02-09, UTA,L,105,36,24,3,7,9
TOR ,2019-02-09, NYK,W,104,47,27,5,8,12
UTA ,2019-02-09, SAS,W,125,52,29,3,7,11
WAS ,2019-02-09, CHI,W,134,39,38,6,6,13
ATL ,2019-02-10, ORL,L,108,33,27,6,5,11
DAL ,2019-02-10, POR,W,102,39,20,3,6,15
GSW ,2019-02-10, MIA,W,120,36,28,5,8,12
LAL ,2019-02-10, PHI,L,120,43,31,4,3,16
MIA ,2019-02-10, GSW,L,118,52,32,4,6,16
ORL ,2019-02-10, ATL,W,124,49,29,9,4,8
PHI ,2019-02-10, LAL,W,143,42,33,3,10,7
PHX ,2019-02-10, SAC,L,104,54,22,4,5,17
POR ,2019-02-10, DAL,L,101,48,24,4,7,19
SAC ,2019-02-10, PHX,W,117,49,26,11,12,12
BKN ,2019-02-11, TOR,L,125,31,33,3,6,14
CHA ,2019-02-11, IND,L,90,51,15,2,7,5
CHI ,2019-02-11, MIL,L,99,45,24,2,8,13
CLE ,2019-02-11, NYK,W,107,56,20,2,6,18
DAL ,2019-02-11, HOU,L,104,33,21,1,5,18
DEN ,2019-02-11, MIA,W,103,45,27,6,7,15
DET ,2019-02-11, WAS,W,121,48,25,2,6,16
HOU ,2019-02-11, DAL,W,120,38,28,5,13,9
IND ,2019-02-11, CHA,W,99,39,25,3,3,12
LAC ,2019-02-11, MIN,L,120,37,24,2,8,21
MIA ,2019-02-11, DEN,L,87,47,23,5,10,16
MIL ,2019-02-11, CHI,W,112,49,24,7,6,17
MIN ,2019-02-11, LAC,W,130,44,28,1,14,12
NYK ,2019-02-11, CLE,L,104,46,21,9,8,10
OKC ,2019-02-11, POR,W,120,45,23,7,9,12
POR ,2019-02-11, OKC,L,111,46,18,7,8,13
TOR ,2019-02-11, BKN,W,127,40,32,3,12,13
WAS ,2019-02-11, DET,L,112,37,31,5,7,14
BOS ,2019-02-12, PHI,W,112,41,24,3,9,5
GSW ,2019-02-12, UTA,W,115,40,29,7,12,6
LAL ,2019-02-12, ATL,L,113,44,25,6,10,15
MEM ,2019-02-12, SAS,L,107,48,25,6,5,12
NOP ,2019-02-12, ORL,L,88,42,21,8,5,14
ORL ,2019-02-12, NOP,W,118,58,32,8,9,10
PHI ,2019-02-12, BOS,L,109,47,21,3,4,14
SAS ,2019-02-12, MEM,W,108,43,23,5,6,7
UTA ,2019-02-12, GSW,L,108,49,23,4,3,16
BKN ,2019-02-13, CLE,W,148,60,31,13,4,18
BOS ,2019-02-13, DET,W,118,47,32,2,8,16
CHI ,2019-02-13, MEM,W,122,46,28,3,2,14
CLE ,2019-02-13, BKN,L,139,57,35,4,7,15
DAL ,2019-02-13, MIA,L,101,38,24,0,10,12
DEN ,2019-02-13, SAC,W,120,53,26,1,7,13
DET ,2019-02-13, BOS,L,110,41,19,1,7,11
GSW ,2019-02-13, POR,L,107,49,26,9,1,8
IND ,2019-02-13, MIL,L,97,43,22,4,6,11
LAC ,2019-02-13, PHX,W,134,43,33,9,12,11
MEM ,2019-02-13, CHI,L,110,32,33,5,9,8
MIA ,2019-02-13, DAL,W,112,47,24,3,8,18
MIL ,2019-02-13, IND,W,106,52,22,3,7,10
MIN ,2019-02-13, HOU,W,121,47,31,5,4,10
NYK ,2019-02-13, PHI,L,111,43,27,4,8,12
PHI ,2019-02-13, NYK,W,126,47,33,7,8,15
PHX ,2019-02-13, LAC,L,107,36,24,4,6,16
POR ,2019-02-13, GSW,W,129,48,24,4,3,4
SAC ,2019-02-13, DEN,L,118,44,30,1,12,12
TOR ,2019-02-13, WAS,W,129,52,32,8,8,14
WAS ,2019-02-13, TOR,L,120,43,27,3,6,18
ATL ,2019-02-14, NYK,L,91,41,19,4,8,12
CHA ,2019-02-14, ORL,L,89,45,18,4,6,8
NOP ,2019-02-14, OKC,W,131,51,35,7,7,14
NYK ,2019-02-14, ATL,W,106,52,21,9,9,14
OKC ,2019-02-14, NOP,L,122,48,27,6,8,13
ORL ,2019-02-14, CHA,W,127,50,32,6,6,7
BKN ,2019-02-21, POR,L,99,49,26,2,4,12
BOS ,2019-02-21, MIL,L,97,50,19,9,11,7
CLE ,2019-02-21, PHX,W,111,51,34,4,11,15
GSW ,2019-02-21, SAC,W,125,49,32,11,5,15
HOU ,2019-02-21, LAL,L,106,39,18,5,8,14
LAL ,2019-02-21, HOU,W,111,49,22,4,4,17
MIA ,2019-02-21, PHI,L,102,40,27,4,11,9
MIL ,2019-02-21, BOS,W,98,55,21,4,5,15
PHI ,2019-02-21, MIA,W,106,51,23,4,5,15
PHX ,2019-02-21, CLE,L,98,38,26,6,12,17
POR ,2019-02-21, BKN,W,113,60,19,9,7,13
SAC ,2019-02-21, GSW,L,123,52,23,3,10,13
ATL ,2019-02-22, DET,L,122,47,21,4,6,18
CHA ,2019-02-22, WAS,W,123,53,26,6,7,13
CHI ,2019-02-22, ORL,W,110,39,18,4,8,8
DAL ,2019-02-22, DEN,L,104,42,19,2,7,15
DEN ,2019-02-22, DAL,W,114,63,32,2,11,13
DET ,2019-02-22, ATL,W,125,44,20,4,11,8
IND ,2019-02-22, NOP,W,126,48,28,5,10,11
LAC ,2019-02-22, MEM,W,112,49,21,4,8,23
MEM ,2019-02-22, LAC,L,106,39,20,6,10,11
MIN ,2019-02-22, NYK,W,115,42,22,8,13,13
NOP ,2019-02-22, IND,L,111,51,25,5,5,17
NYK ,2019-02-22, MIN,L,104,47,15,8,9,20
OKC ,2019-02-22, UTA,W,148,43,29,5,16,11
ORL ,2019-02-22, CHI,L,109,46,25,6,4,14
SAS ,2019-02-22, TOR,L,117,48,27,6,7,14
TOR ,2019-02-22, SAS,W,120,47,24,3,8,9
UTA ,2019-02-22, OKC,L,147,61,33,10,8,24
WAS ,2019-02-22, CHA,L,110,43,24,6,6,13
ATL ,2019-02-23, PHX,W,120,50,22,9,8,13
BKN ,2019-02-23, CHA,W,117,42,23,6,5,12
BOS ,2019-02-23, CHI,L,116,32,26,7,6,7
CHA ,2019-02-23, BKN,L,115,42,15,5,4,12
CHI ,2019-02-23, BOS,W,126,49,26,2,4,13
CLE ,2019-02-23, MEM,W,112,52,25,3,6,18
DAL ,2019-02-23, UTA,L,109,42,25,3,2,3
DET ,2019-02-23, MIA,W,119,41,21,5,6,14
GSW ,2019-02-23, HOU,L,112,45,26,10,9,17
HOU ,2019-02-23, GSW,W,118,49,26,7,13,14
LAL ,2019-02-23, NOP,L,115,39,33,3,10,23
MEM ,2019-02-23, CLE,L,107,43,18,6,7,12
MIA ,2019-02-23, DET,L,96,33,18,6,6,13
MIL ,2019-02-23, MIN,W,140,49,28,8,6,11
MIN ,2019-02-23, MIL,L,128,41,29,2,7,10
NOP ,2019-02-23, LAL,W,128,41,31,4,14,17
PHI ,2019-02-23, POR,L,115,33,28,5,5,11
PHX ,2019-02-23, ATL,L,112,41,25,4,9,12
POR ,2019-02-23, PHI,W,130,53,29,6,8,11
SAC ,2019-02-23, OKC,W,119,47,24,7,7,9
UTA ,2019-02-23, DAL,W,125,53,28,9,2,7
WAS ,2019-02-23, IND,L,112,32,27,5,15,22
DEN ,2019-02-24, LAC,W,123,56,30,6,11,22
LAC ,2019-02-24, DEN,L,96,38,20,7,9,17
NYK ,2019-02-24, SAS,W,130,49,25,7,3,6
ORL ,2019-02-24, TOR,W,113,52,29,8,6,12
SAS ,2019-02-24, NYK,L,118,50,18,4,3,7
TOR ,2019-02-24, ORL,L,98,42,30,2,6,13
ATL ,2019-02-25, HOU,L,111,41,21,6,6,17
BKN ,2019-02-25, SAS,W,101,51,24,5,5,15
CHA ,2019-02-25, GSW,L,110,38,23,6,13,12
CHI ,2019-02-25, MIL,L,106,41,31,3,3,7
CLE ,2019-02-25, POR,L,110,40,22,1,4,7
DAL ,2019-02-25, LAC,L,112,45,28,9,3,17
DET ,2019-02-25, IND,W,113,47,28,4,8,12
GSW ,2019-02-25, CHA,W,121,49,35,8,9,15
HOU ,2019-02-25, ATL,W,119,37,24,4,11,12
IND ,2019-02-25, DET,L,109,42,23,8,8,11
LAC ,2019-02-25, DAL,W,121,40,33,4,11,5
LAL ,2019-02-25, MEM,L,105,46,25,5,8,17
MEM ,2019-02-25, LAL,W,110,57,20,5,7,14
MIA ,2019-02-25, PHX,L,121,44,31,4,10,14
MIL ,2019-02-25, CHI,W,117,45,26,6,3,8
MIN ,2019-02-25, SAC,W,112,49,23,6,10,22
NOP ,2019-02-25, PHI,L,110,54,29,8,15,13
PHI ,2019-02-25, NOP,W,111,58,23,8,9,19
PHX ,2019-02-25, MIA,W,124,39,30,1,9,14
POR ,2019-02-25, CLE,W,123,45,26,6,5,13
SAC ,2019-02-25, MIN,L,105,44,20,2,13,19
SAS ,2019-02-25, BKN,L,85,47,14,6,6,11
BOS ,2019-02-26, TOR,L,95,47,24,4,6,14
DEN ,2019-02-26, OKC,W,121,47,28,4,9,18
